Serial Number,WF1661142
Sample ID,00029
Start Time,2023-06-14 16:02:29 UTC
Duration,0:04:48
Total Volume (l),1.14
Distance (m),43
Peak Pressure (psi),12.6
Avg Flow (l/min),0.2
Avg Rate (mL/m),30.0
Avg Speed (m/s),0.1


Date (UTC),Elapsed time (s),Volume (l),Pressure (psi),Flow (l/min),Rate (mL/m),Speed (m/s),Latitude,Longitude,Elevation (m),Accuracy (+/- m)
2023-06-14 16:02:29,0,0.00,-0.20,0.00,0.00,0.13,47.195814,-60.159974,67.6,14.6
2023-06-14 16:02:31,2,0.00,-0.05,0.00,0.00,0.14,47.195815,-60.159976,67.9,14.6
2023-06-14 16:02:33,4,0.01,0.45,0.24,29.29,0.13,47.195816,-60.159975,68.6,14.6
2023-06-14 16:02:35,6,0.02,0.51,0.38,52.93,0.11,47.195817,-60.159974,69.3,14.6
2023-06-14 16:02:37,8,0.03,2.69,0.25,39.01,0.10,47.195818,-60.159974,69.7,14.6
2023-06-14 16:02:39,10,0.03,4.05,0.10,16.45,0.10,47.195815,-60.159974,69.4,14.6
2023-06-14 16:02:41,12,0.03,4.55,0.03,4.86,0.11,47.195813,-60.159974,69.4,14.6
2023-06-14 16:02:43,14,0.03,4.93,0.02,3.10,0.11,47.195807,-60.159971,69.0,14.6
2023-06-14 16:02:45,16,0.03,5.19,0.01,1.53,0.11,47.195801,-60.159968,68.5,14.6
2023-06-14 16:02:47,18,0.03,5.43,0.00,0.00,0.11,47.195801,-60.159964,68.9,14.6
2023-06-14 16:02:49,20,0.03,5.52,0.00,0.00,0.11,47.195802,-60.159958,70.0,14.6
2023-06-14 16:02:51,22,0.03,5.21,0.00,0.00,0.11,47.195793,-60.159955,68.8,14.6
2023-06-14 16:02:53,24,0.03,9.70,0.01,1.44,0.12,47.195796,-60.159955,69.5,14.6
2023-06-14 16:02:55,26,0.05,10.40,0.37,52.22,0.12,47.195797,-60.159951,69.8,14.6
2023-06-14 16:02:57,28,0.07,10.76,0.58,80.19,0.12,47.195796,-60.159947,70.0,14.6
2023-06-14 16:02:59,30,0.10,10.70,0.70,96.98,0.12,47.195797,-60.159946,69.7,14.6
2023-06-14 16:03:01,32,0.12,9.98,0.65,92.04,0.12,47.195792,-60.159943,68.6,14.6
2023-06-14 16:03:03,34,0.13,9.33,0.53,72.29,0.12,47.195788,-60.159938,67.5,4.2
2023-06-14 16:03:05,36,0.15,9.05,0.54,74.57,0.12,47.195785,-60.159938,66.5,4.2
2023-06-14 16:03:07,38,0.17,9.07,0.50,68.79,0.13,47.195779,-60.159942,65.2,4.2
2023-06-14 16:03:09,40,0.19,9.06,0.52,68.65,0.13,47.195777,-60.159938,64.2,4.2
2023-06-14 16:03:11,42,0.20,9.29,0.50,68.53,0.11,47.195776,-60.159939,63.3,4.2
2023-06-14 16:03:13,44,0.22,9.39,0.50,75.79,0.11,47.195771,-60.159940,60.7,2.9
2023-06-14 16:03:15,46,0.24,9.60,0.48,75.29,0.12,47.195769,-60.159941,60.2,2.9
2023-06-14 16:03:17,48,0.25,9.87,0.49,69.74,0.12,47.195770,-60.159943,59.7,2.9
2023-06-14 16:03:19,50,0.27,10.23,0.46,60.97,0.12,47.195774,-60.159944,59.4,2.9
2023-06-14 16:03:21,52,0.28,10.52,0.46,62.13,0.13,47.195774,-60.159949,59.2,2.9
2023-06-14 16:03:23,54,0.30,10.88,0.45,62.87,0.12,47.195773,-60.159954,58.9,2.9
2023-06-14 16:03:25,56,0.31,11.22,0.45,66.76,0.11,47.195771,-60.159958,58.6,2.9
2023-06-14 16:03:27,58,0.33,11.52,0.44,66.43,0.10,47.195769,-60.159960,58.8,2.9
2023-06-14 16:03:29,60,0.34,11.93,0.43,70.19,0.11,47.195769,-60.159962,58.9,2.9
2023-06-14 16:03:31,62,0.35,12.08,0.41,60.05,0.11,47.195772,-60.159958,57.7,2.9
2023-06-14 16:03:33,64,0.36,12.02,0.35,52.22,0.12,47.195769,-60.159958,57.4,5.8
2023-06-14 16:03:35,66,0.38,11.97,0.37,51.91,0.11,47.195771,-60.159959,57.0,5.8
2023-06-14 16:03:37,68,0.38,11.91,0.28,39.85,0.11,47.195769,-60.159956,56.4,5.8
2023-06-14 16:03:39,70,0.40,12.01,0.30,42.43,0.12,47.195769,-60.159953,55.7,5.8
2023-06-14 16:03:41,72,0.41,11.92,0.31,46.84,0.10,47.195768,-60.159951,55.0,5.8
2023-06-14 16:03:43,74,0.42,11.86,0.27,45.94,0.09,47.195768,-60.159949,54.4,14.5
2023-06-14 16:03:45,76,0.43,11.85,0.35,62.02,0.10,47.195770,-60.159948,54.5,14.5
2023-06-14 16:03:47,78,0.44,11.81,0.38,65.80,0.10,47.195770,-60.159946,55.1,14.5
2023-06-14 16:03:49,80,0.45,11.81,0.40,64.23,0.09,47.195765,-60.159950,54.8,14.5
2023-06-14 16:03:51,82,0.47,12.00,0.44,82.26,0.09,47.195761,-60.159951,54.6,14.5
2023-06-14 16:03:53,84,0.48,12.50,0.36,69.12,0.10,47.195758,-60.159952,54.2,14.5
2023-06-14 16:03:55,86,0.48,12.54,0.11,19.63,0.11,47.195754,-60.159953,53.5,14.5
2023-06-14 16:03:57,88,0.48,12.55,0.03,3.78,0.16,47.195745,-60.159952,52.6,14.5
2023-06-14 16:03:59,90,0.48,12.54,0.01,0.94,0.19,47.195740,-60.159954,51.7,14.5
2023-06-14 16:04:01,92,0.48,10.41,0.01,0.86,0.20,47.195737,-60.159953,51.5,14.5
2023-06-14 16:04:03,94,0.49,10.96,0.26,21.26,0.21,47.195736,-60.159952,52.0,14.5
2023-06-14 16:04:05,96,0.51,11.33,0.40,31.94,0.23,47.195737,-60.159953,52.3,14.5
2023-06-14 16:04:07,98,0.52,11.73,0.37,26.50,0.25,47.195737,-60.159956,52.2,14.5
2023-06-14 16:04:09,100,0.53,11.66,0.37,24.17,0.26,47.195729,-60.159958,51.6,14.5
2023-06-14 16:04:11,102,0.54,12.06,0.37,24.50,0.25,47.195720,-60.159958,50.4,14.5
2023-06-14 16:04:13,104,0.56,12.08,0.42,27.73,0.24,47.195718,-60.159955,50.4,6.9
2023-06-14 16:04:15,106,0.57,12.10,0.36,23.96,0.23,47.195720,-60.159953,50.8,6.9
2023-06-14 16:04:17,108,0.58,12.04,0.38,31.65,0.17,47.195720,-60.159951,51.1,6.9
2023-06-14 16:04:19,110,0.59,12.06,0.34,38.83,0.15,47.195718,-60.159951,51.3,6.9
2023-06-14 16:04:21,112,0.61,12.19,0.35,34.49,0.19,47.195720,-60.159949,51.9,6.9
2023-06-14 16:04:23,114,0.62,12.00,0.30,25.51,0.20,47.195720,-60.159947,52.4,14.4
2023-06-14 16:04:25,116,0.62,11.88,0.28,19.30,0.26,47.195720,-60.159948,52.6,14.4
2023-06-14 16:04:27,118,0.64,11.87,0.31,19.38,0.25,47.195717,-60.159947,52.5,14.4
2023-06-14 16:04:29,120,0.65,11.83,0.31,21.32,0.24,47.195721,-60.159947,53.2,14.4
2023-06-14 16:04:31,122,0.65,11.83,0.26,17.83,0.25,47.195723,-60.159945,53.7,14.4
2023-06-14 16:04:33,124,0.66,12.16,0.27,18.00,0.25,47.195725,-60.159943,54.4,6.9
2023-06-14 16:04:35,126,0.67,11.83,0.17,11.19,0.25,47.195724,-60.159940,54.9,6.9
2023-06-14 16:04:37,128,0.68,11.97,0.28,17.84,0.29,47.195720,-60.159942,55.1,6.9
2023-06-14 16:04:39,130,0.69,11.92,0.25,14.39,0.29,47.195723,-60.159941,56.0,6.9
2023-06-14 16:04:41,132,0.69,11.75,0.21,13.09,0.25,47.195724,-60.159938,56.8,6.9
2023-06-14 16:04:43,134,0.70,11.85,0.25,16.45,0.25,47.195727,-60.159935,57.6,6.9
2023-06-14 16:04:45,136,0.71,11.86,0.29,22.89,0.18,47.195732,-60.159932,59.0,6.9
2023-06-14 16:04:47,138,0.72,11.84,0.28,28.44,0.17,47.195738,-60.159928,60.8,6.9
2023-06-14 16:04:49,140,0.73,11.80,0.25,24.60,0.18,47.195740,-60.159926,61.4,6.9
2023-06-14 16:04:51,142,0.74,11.91,0.28,26.76,0.18,47.195747,-60.159924,62.2,6.9
2023-06-14 16:04:53,144,0.75,11.72,0.24,20.95,0.18,47.195746,-60.159920,62.0,6.9
2023-06-14 16:04:55,146,0.75,11.75,0.23,20.42,0.20,47.195747,-60.159917,62.3,6.9
2023-06-14 16:04:57,148,0.76,11.80,0.22,19.33,0.17,47.195747,-60.159912,62.8,6.9
2023-06-14 16:04:59,150,0.77,11.54,0.19,18.16,0.16,47.195751,-60.159909,63.5,6.9
2023-06-14 16:05:01,152,0.77,11.64,0.21,22.33,0.15,47.195733,-60.159905,60.8,6.9
