Serial Number,WF1661142
Sample ID,00005
Start Time,2023-05-03 13:20:52 UTC
Duration,0:13:51
Total Volume (l),6.33
Distance (m),22
Peak Pressure (psi),7.7
Avg Flow (l/min),0.5
Avg Rate (mL/m),305.1
Avg Speed (m/s),0.0


Date (UTC),Elapsed time (s),Volume (l),Pressure (psi),Flow (l/min),Rate (mL/m),Speed (m/s),Latitude,Longitude,Elevation (m),Accuracy (+/- m)
2023-05-03 13:20:52,0,0.00,-0.36,0.00,0.00,0.03,45.906654,-64.370180,16.5,2.9
2023-05-03 13:20:54,2,0.00,-0.34,0.00,0.00,0.03,45.906656,-64.370181,16.3,2.9
2023-05-03 13:20:56,4,0.01,0.38,0.27,155.17,0.03,45.906657,-64.370182,16.1,2.9
2023-05-03 13:20:58,6,0.03,-0.15,0.46,298.90,0.03,45.906659,-64.370180,16.2,2.9
2023-05-03 13:21:00,8,0.04,0.89,0.47,284.33,0.03,45.906659,-64.370181,16.2,2.9
2023-05-03 13:21:02,10,0.06,0.48,0.48,249.61,0.03,45.906659,-64.370182,16.0,2.8
2023-05-03 13:21:04,12,0.07,2.36,0.32,171.77,0.03,45.906660,-64.370182,15.9,2.8
2023-05-03 13:21:06,14,0.07,3.94,0.15,85.32,0.03,45.906661,-64.370184,16.0,2.8
2023-05-03 13:21:08,16,0.07,6.11,0.09,52.08,0.03,45.906661,-64.370186,16.0,2.8
2023-05-03 13:21:10,18,0.10,5.57,0.64,376.25,0.03,45.906661,-64.370188,16.0,2.8
2023-05-03 13:21:12,20,0.13,0.64,0.80,451.21,0.03,45.906661,-64.370188,16.0,2.6
2023-05-03 13:21:14,22,0.15,2.99,0.54,290.32,0.03,45.906660,-64.370190,16.1,2.6
2023-05-03 13:21:16,24,0.17,0.62,0.58,298.82,0.03,45.906660,-64.370190,16.3,2.6
2023-05-03 13:21:18,26,0.18,2.80,0.46,209.76,0.04,45.906659,-64.370191,16.3,2.6
2023-05-03 13:21:20,28,0.20,1.43,0.56,250.90,0.04,45.906660,-64.370190,16.4,2.6
2023-05-03 13:21:22,30,0.22,3.06,0.46,234.81,0.03,45.906660,-64.370190,16.7,2.6
2023-05-03 13:21:24,32,0.23,0.66,0.55,257.13,0.04,45.906661,-64.370190,16.8,2.6
2023-05-03 13:21:26,34,0.25,3.32,0.47,228.04,0.03,45.906661,-64.370190,16.7,2.6
2023-05-03 13:21:28,36,0.27,1.54,0.52,247.97,0.03,45.906660,-64.370190,16.7,2.6
2023-05-03 13:21:30,38,0.28,1.74,0.50,187.27,0.04,45.906660,-64.370191,16.7,2.6
2023-05-03 13:21:32,40,0.30,1.50,0.50,182.35,0.05,45.906659,-64.370191,16.8,2.6
2023-05-03 13:21:34,42,0.32,2.00,0.51,179.32,0.05,45.906661,-64.370191,16.9,2.6
2023-05-03 13:21:36,44,0.33,2.21,0.50,172.00,0.05,45.906661,-64.370191,17.1,2.6
2023-05-03 13:21:38,46,0.35,1.96,0.50,159.34,0.05,45.906663,-64.370191,17.3,2.6
2023-05-03 13:21:40,48,0.37,2.17,0.50,167.17,0.05,45.906664,-64.370190,17.5,2.6
2023-05-03 13:21:42,50,0.38,2.13,0.50,139.47,0.06,45.906663,-64.370190,17.3,2.6
2023-05-03 13:21:44,52,0.40,2.04,0.50,146.46,0.06,45.906663,-64.370188,17.1,2.6
2023-05-03 13:21:46,54,0.42,2.21,0.50,135.83,0.06,45.906664,-64.370185,17.0,2.6
2023-05-03 13:21:48,56,0.43,2.09,0.50,128.40,0.06,45.906664,-64.370184,17.2,2.6
2023-05-03 13:21:50,58,0.45,1.44,0.50,146.20,0.06,45.906664,-64.370183,17.6,2.6
2023-05-03 13:21:52,60,0.47,2.08,0.50,153.19,0.05,45.906663,-64.370183,17.8,2.5
2023-05-03 13:21:54,62,0.48,1.34,0.50,162.92,0.05,45.906663,-64.370183,18.1,2.5
2023-05-03 13:21:56,64,0.50,1.45,0.50,168.69,0.05,45.906663,-64.370182,18.0,2.5
2023-05-03 13:21:58,66,0.52,1.43,0.50,196.31,0.04,45.906663,-64.370182,18.2,2.5
2023-05-03 13:22:00,68,0.53,1.83,0.50,204.25,0.04,45.906665,-64.370180,18.4,2.5
2023-05-03 13:22:02,70,0.55,1.83,0.50,288.35,0.03,45.906667,-64.370178,18.7,2.5
2023-05-03 13:22:04,72,0.57,2.19,0.50,285.39,0.03,45.906669,-64.370177,18.9,2.5
2023-05-03 13:22:06,74,0.58,2.20,0.50,343.64,0.02,45.906671,-64.370177,19.1,2.5
2023-05-03 13:22:08,76,0.60,2.16,0.50,362.32,0.02,45.906672,-64.370179,19.3,2.5
2023-05-03 13:22:10,78,0.62,2.04,0.50,350.14,0.02,45.906673,-64.370180,19.3,2.5
2023-05-03 13:22:12,80,0.63,1.40,0.50,321.13,0.03,45.906674,-64.370180,19.4,2.5
2023-05-03 13:22:14,82,0.65,1.38,0.50,301.93,0.03,45.906675,-64.370181,19.6,2.5
2023-05-03 13:22:16,84,0.67,2.06,0.50,314.47,0.03,45.906676,-64.370181,19.9,2.5
2023-05-03 13:22:18,86,0.68,2.18,0.50,318.07,0.03,45.906677,-64.370181,20.0,2.5
2023-05-03 13:22:20,88,0.70,2.23,0.50,294.99,0.03,45.906677,-64.370182,20.2,2.5
2023-05-03 13:22:22,90,0.72,1.76,0.50,242.95,0.03,45.906677,-64.370183,20.3,2.5
2023-05-03 13:22:24,92,0.73,1.38,0.50,239.12,0.03,45.906678,-64.370184,20.4,2.5
2023-05-03 13:22:26,94,0.75,1.36,0.50,225.53,0.04,45.906679,-64.370186,20.5,2.5
2023-05-03 13:22:28,96,0.77,2.14,0.50,225.23,0.04,45.906679,-64.370188,20.7,2.5
2023-05-03 13:22:30,98,0.78,2.22,0.50,236.07,0.04,45.906680,-64.370189,21.1,2.5
2023-05-03 13:22:32,100,0.80,2.18,0.50,226.14,0.04,45.906681,-64.370189,21.3,2.5
2023-05-03 13:22:34,102,0.82,1.88,0.50,230.20,0.04,45.906683,-64.370191,21.6,2.5
2023-05-03 13:22:36,104,0.83,1.54,0.50,230.84,0.04,45.906684,-64.370191,21.8,2.5
2023-05-03 13:22:38,106,0.85,1.71,0.50,231.80,0.04,45.906685,-64.370192,21.9,2.5
2023-05-03 13:22:40,108,0.87,2.17,0.50,238.44,0.03,45.906686,-64.370192,22.2,2.5
2023-05-03 13:22:42,110,0.88,1.92,0.50,272.78,0.03,45.906686,-64.370192,22.4,2.7
2023-05-03 13:22:44,112,0.90,1.39,0.50,275.48,0.03,45.906686,-64.370192,22.6,2.7
2023-05-03 13:22:46,114,0.92,1.43,0.50,280.11,0.03,45.906686,-64.370191,22.6,2.7
2023-05-03 13:22:48,116,0.94,2.20,0.50,289.86,0.03,45.906686,-64.370190,22.6,2.7
2023-05-03 13:22:50,118,0.95,2.17,0.50,262.05,0.03,45.906687,-64.370190,22.5,2.7
2023-05-03 13:22:52,120,0.97,1.96,0.50,271.44,0.03,45.906686,-64.370190,22.2,2.5
2023-05-03 13:22:54,122,0.98,2.07,0.50,268.38,0.03,45.906686,-64.370189,22.3,2.5
