Serial Number,WF1661142
Sample ID,00023
Start Time,2023-06-13 15:39:53 UTC
Duration,0:04:22
Total Volume (l),1.52
Distance (m),9
Peak Pressure (psi),12.2
Avg Flow (l/min),0.3
Avg Rate (mL/m),185.2
Avg Speed (m/s),0.0


Date (UTC),Elapsed time (s),Volume (l),Pressure (psi),Flow (l/min),Rate (mL/m),Speed (m/s),Latitude,Longitude,Elevation (m),Accuracy (+/- m)
2023-06-13 15:39:53,0,0.00,-0.29,0.00,0.00,0.03,47.201725,-60.157155,48.8,2.4
2023-06-13 15:39:55,2,0.00,-0.20,0.00,0.00,0.03,47.201724,-60.157154,48.8,2.4
2023-06-13 15:39:57,4,0.00,0.27,0.19,89.83,0.04,47.201723,-60.157155,48.9,2.4
2023-06-13 15:39:59,6,0.00,0.49,0.06,26.77,0.04,47.201724,-60.157156,48.9,2.4
2023-06-13 15:40:01,8,0.00,2.94,0.02,8.80,0.04,47.201723,-60.157156,48.9,2.4
2023-06-13 15:40:03,10,0.00,4.04,0.00,0.00,0.04,47.201723,-60.157157,49.0,2.4
2023-06-13 15:40:05,12,0.00,4.46,0.00,0.00,0.04,47.201722,-60.157157,49.0,2.4
2023-06-13 15:40:07,14,0.00,4.73,0.00,0.00,0.04,47.201720,-60.157157,49.0,2.4
2023-06-13 15:40:09,16,0.00,5.21,0.00,0.00,0.04,47.201720,-60.157157,49.2,2.4
2023-06-13 15:40:11,18,0.00,5.46,0.00,0.00,0.04,47.201718,-60.157157,49.3,2.4
2023-06-13 15:40:13,20,0.00,5.37,0.00,0.00,0.04,47.201716,-60.157156,49.4,2.4
2023-06-13 15:40:15,22,0.00,6.50,0.00,0.00,0.04,47.201715,-60.157159,49.8,2.4
2023-06-13 15:40:17,24,0.00,9.90,0.00,0.00,0.04,47.201713,-60.157159,50.1,2.4
2023-06-13 15:40:19,26,0.02,10.47,0.34,142.74,0.04,47.201709,-60.157159,50.4,2.4
2023-06-13 15:40:21,28,0.04,10.77,0.50,220.75,0.04,47.201708,-60.157158,50.4,2.4
2023-06-13 15:40:23,30,0.06,10.60,0.65,290.05,0.04,47.201708,-60.157158,50.4,2.4
2023-06-13 15:40:25,32,0.08,10.04,0.64,291.44,0.04,47.201708,-60.157157,50.4,2.4
2023-06-13 15:40:27,34,0.10,9.32,0.61,290.06,0.04,47.201708,-60.157157,50.3,2.4
2023-06-13 15:40:29,36,0.12,8.49,0.55,245.43,0.04,47.201710,-60.157157,50.3,2.4
2023-06-13 15:40:31,38,0.14,8.26,0.53,227.66,0.04,47.201711,-60.157156,50.2,2.4
2023-06-13 15:40:33,40,0.16,8.12,0.51,221.35,0.04,47.201712,-60.157158,50.0,2.4
2023-06-13 15:40:35,42,0.17,8.04,0.53,237.77,0.04,47.201713,-60.157159,49.9,2.4
2023-06-13 15:40:37,44,0.19,7.89,0.49,218.07,0.04,47.201715,-60.157160,49.9,2.4
2023-06-13 15:40:39,46,0.21,8.08,0.49,213.23,0.04,47.201716,-60.157161,50.0,2.4
2023-06-13 15:40:41,48,0.22,8.14,0.50,207.30,0.04,47.201718,-60.157162,49.9,2.4
2023-06-13 15:40:43,50,0.24,8.28,0.50,207.04,0.04,47.201720,-60.157162,49.8,2.4
2023-06-13 15:40:45,52,0.26,8.45,0.49,208.60,0.04,47.201722,-60.157161,49.6,2.4
2023-06-13 15:40:47,54,0.27,8.67,0.48,201.01,0.04,47.201725,-60.157160,49.3,2.4
2023-06-13 15:40:49,56,0.29,8.87,0.48,230.88,0.03,47.201727,-60.157158,49.0,2.4
2023-06-13 15:40:51,58,0.30,9.08,0.49,241.98,0.04,47.201730,-60.157157,48.8,2.4
2023-06-13 15:40:53,60,0.32,9.56,0.49,230.05,0.04,47.201732,-60.157156,48.6,2.4
2023-06-13 15:40:55,62,0.34,9.66,0.48,222.84,0.04,47.201733,-60.157157,48.5,2.4
2023-06-13 15:40:57,64,0.35,9.81,0.47,235.94,0.03,47.201734,-60.157158,48.4,2.4
2023-06-13 15:40:59,66,0.37,9.86,0.45,231.12,0.03,47.201736,-60.157157,48.2,2.4
2023-06-13 15:41:01,68,0.38,10.06,0.48,245.78,0.03,47.201738,-60.157158,48.0,2.4
2023-06-13 15:41:03,70,0.40,10.27,0.46,239.58,0.03,47.201741,-60.157158,47.8,2.4
2023-06-13 15:41:05,72,0.41,10.43,0.47,241.40,0.03,47.201743,-60.157158,47.7,2.4
2023-06-13 15:41:07,74,0.43,10.65,0.46,258.57,0.03,47.201743,-60.157158,47.5,2.4
2023-06-13 15:41:09,76,0.45,10.90,0.47,276.80,0.03,47.201743,-60.157159,47.5,2.4
2023-06-13 15:41:11,78,0.46,11.12,0.49,294.83,0.03,47.201743,-60.157158,47.3,2.4
2023-06-13 15:41:13,80,0.48,11.31,0.47,313.33,0.02,47.201743,-60.157158,47.3,2.4
2023-06-13 15:41:15,82,0.49,11.47,0.46,309.14,0.02,47.201743,-60.157158,47.2,2.4
2023-06-13 15:41:17,84,0.51,11.71,0.48,335.43,0.02,47.201742,-60.157158,47.2,2.4
2023-06-13 15:41:19,86,0.52,11.48,0.44,328.11,0.02,47.201740,-60.157157,47.2,2.4
2023-06-13 15:41:21,88,0.54,11.70,0.45,358.00,0.02,47.201739,-60.157157,47.2,2.4
2023-06-13 15:41:23,90,0.55,11.80,0.44,334.86,0.02,47.201738,-60.157157,47.3,2.4
