Serial Number,WF1661142
Sample ID,00031
Start Time,2023-06-14 18:43:10 UTC
Duration,0:05:46
Total Volume (l),2.19
Distance (m),12
Peak Pressure (psi),11.2
Avg Flow (l/min),0.4
Avg Rate (mL/m),201.4
Avg Speed (m/s),0.0


Date (UTC),Elapsed time (s),Volume (l),Pressure (psi),Flow (l/min),Rate (mL/m),Speed (m/s),Latitude,Longitude,Elevation (m),Accuracy (+/- m)
2023-06-14 18:43:10,0,0.00,-0.20,0.00,0.00,0.02,47.199186,-60.163635,40.1,3.4
2023-06-14 18:43:12,2,0.00,-0.20,0.00,0.00,0.02,47.199186,-60.163634,40.2,3.4
2023-06-14 18:43:14,4,0.01,0.20,0.25,190.26,0.02,47.199185,-60.163633,40.5,3.4
2023-06-14 18:43:16,6,0.03,0.25,0.49,368.70,0.02,47.199185,-60.163632,40.7,3.4
2023-06-14 18:43:18,8,0.03,1.32,0.25,176.93,0.02,47.199184,-60.163631,40.6,3.4
2023-06-14 18:43:20,10,0.04,3.79,0.13,98.48,0.02,47.199185,-60.163630,40.5,3.4
2023-06-14 18:43:22,12,0.04,4.52,0.04,32.05,0.02,47.199187,-60.163628,40.6,3.4
2023-06-14 18:43:24,14,0.04,4.77,0.01,8.09,0.02,47.199188,-60.163629,40.5,3.4
2023-06-14 18:43:26,16,0.04,4.99,0.00,0.00,0.02,47.199188,-60.163628,40.5,3.4
2023-06-14 18:43:28,18,0.04,4.89,0.00,0.00,0.02,47.199189,-60.163629,40.2,3.4
2023-06-14 18:43:30,20,0.04,7.92,0.00,0.00,0.02,47.199189,-60.163628,39.9,3.4
2023-06-14 18:43:32,22,0.05,9.40,0.33,233.55,0.02,47.199190,-60.163627,39.6,3.4
2023-06-14 18:43:34,24,0.08,9.26,0.71,534.24,0.02,47.199190,-60.163627,39.2,3.4
2023-06-14 18:43:36,26,0.10,5.25,0.66,365.45,0.03,47.199190,-60.163624,39.2,3.4
2023-06-14 18:43:38,28,0.12,5.21,0.58,279.79,0.04,47.199190,-60.163625,39.0,3.4
2023-06-14 18:43:40,30,0.14,4.01,0.56,243.37,0.04,47.199191,-60.163625,38.8,3.4
2023-06-14 18:43:42,32,0.16,4.89,0.52,202.49,0.05,47.199191,-60.163625,38.8,3.4
2023-06-14 18:43:44,34,0.17,4.13,0.51,179.14,0.05,47.199191,-60.163624,38.7,3.4
2023-06-14 18:43:46,36,0.19,4.87,0.50,171.12,0.05,47.199192,-60.163623,38.6,3.4
2023-06-14 18:43:48,38,0.21,3.80,0.51,179.70,0.05,47.199192,-60.163622,38.7,3.4
2023-06-14 18:43:50,40,0.22,4.27,0.49,167.35,0.05,47.199192,-60.163620,38.8,3.4
2023-06-14 18:43:52,42,0.24,4.60,0.51,154.13,0.06,47.199192,-60.163618,39.3,3.4
2023-06-14 18:43:54,44,0.26,3.94,0.50,129.90,0.07,47.199194,-60.163620,39.1,3.4
2023-06-14 18:43:56,46,0.27,4.00,0.50,141.72,0.05,47.199196,-60.163622,38.7,3.4
2023-06-14 18:43:58,48,0.29,3.88,0.50,149.21,0.06,47.199197,-60.163622,38.7,3.4
2023-06-14 18:44:00,50,0.31,4.02,0.50,153.05,0.05,47.199197,-60.163621,38.8,6.5
2023-06-14 18:44:02,52,0.32,3.89,0.50,162.28,0.05,47.199197,-60.163621,38.9,6.5
2023-06-14 18:44:04,54,0.34,4.03,0.50,168.35,0.05,47.199198,-60.163624,38.5,6.5
2023-06-14 18:44:06,56,0.36,4.09,0.50,172.89,0.05,47.199201,-60.163628,37.8,6.5
2023-06-14 18:44:08,58,0.37,4.46,0.50,173.79,0.05,47.199204,-60.163631,37.2,6.5
2023-06-14 18:44:10,60,0.39,3.92,0.50,164.20,0.05,47.199205,-60.163632,36.9,3.7
