Serial Number,WF1661142
Sample ID,00006
Start Time,2023-05-03 13:34:51 UTC
Duration,0:15:56
Total Volume (l),7.95
Distance (m),36
Peak Pressure (psi),3.2
Avg Flow (l/min),0.5
Avg Rate (mL/m),254.0
Avg Speed (m/s),0.0


Date (UTC),Elapsed time (s),Volume (l),Pressure (psi),Flow (l/min),Rate (mL/m),Speed (m/s),Latitude,Longitude,Elevation (m),Accuracy (+/- m)
2023-05-03 13:34:51,0,0.00,0.04,0.01,3.81,0.04,45.906675,-64.370169,17.0,2.4
2023-05-03 13:34:53,2,0.00,0.72,0.00,0.00,0.04,45.906677,-64.370169,17.0,2.3
2023-05-03 13:34:55,4,0.01,2.93,0.29,111.37,0.04,45.906676,-64.370167,17.2,2.3
2023-05-03 13:34:57,6,0.04,0.97,0.57,214.45,0.04,45.906676,-64.370164,17.2,2.3
2023-05-03 13:34:59,8,0.05,3.13,0.40,146.68,0.05,45.906674,-64.370163,16.8,2.3
2023-05-03 13:35:01,10,0.07,1.78,0.53,201.90,0.04,45.906675,-64.370162,16.3,2.3
2023-05-03 13:35:03,12,0.08,1.61,0.49,192.84,0.04,45.906676,-64.370163,15.6,2.3
2023-05-03 13:35:05,14,0.10,1.40,0.49,220.13,0.04,45.906676,-64.370164,15.1,2.3
2023-05-03 13:35:07,16,0.11,1.60,0.51,257.19,0.03,45.906676,-64.370164,14.7,2.3
2023-05-03 13:35:09,18,0.13,1.86,0.50,249.88,0.03,45.906676,-64.370166,14.4,2.3
2023-05-03 13:35:11,20,0.15,1.86,0.50,225.23,0.04,45.906675,-64.370167,14.1,2.3
2023-05-03 13:35:13,22,0.16,1.73,0.50,211.24,0.04,45.906675,-64.370165,14.0,2.3
2023-05-03 13:35:15,24,0.18,1.87,0.50,225.84,0.04,45.906675,-64.370164,14.1,2.3
2023-05-03 13:35:17,26,0.20,1.88,0.50,216.73,0.04,45.906675,-64.370164,14.1,2.3
2023-05-03 13:35:19,28,0.21,1.80,0.50,211.24,0.04,45.906674,-64.370164,14.1,2.3
2023-05-03 13:35:21,30,0.23,1.84,0.50,210.70,0.04,45.906673,-64.370165,14.2,2.3
2023-05-03 13:35:23,32,0.25,1.81,0.50,194.25,0.04,45.906673,-64.370169,14.2,2.3
2023-05-03 13:35:25,34,0.26,1.80,0.50,188.75,0.04,45.906673,-64.370171,14.3,2.3
2023-05-03 13:35:27,36,0.28,1.84,0.50,183.76,0.05,45.906673,-64.370173,14.3,2.3
2023-05-03 13:35:29,38,0.30,1.39,0.50,191.35,0.04,45.906671,-64.370177,14.5,2.3
2023-05-03 13:35:31,40,0.31,1.66,0.50,193.35,0.04,45.906672,-64.370177,14.9,2.3
2023-05-03 13:35:33,42,0.33,1.83,0.50,198.89,0.04,45.906672,-64.370177,15.1,2.2
2023-05-03 13:35:35,44,0.35,1.81,0.50,196.08,0.04,45.906673,-64.370176,15.1,2.2
2023-05-03 13:35:37,46,0.36,1.56,0.50,205.25,0.04,45.906675,-64.370176,15.3,2.2
2023-05-03 13:35:39,48,0.38,1.36,0.50,224.62,0.04,45.906675,-64.370177,15.5,2.2
2023-05-03 13:35:41,50,0.40,1.74,0.50,233.10,0.04,45.906675,-64.370175,15.6,2.2
2023-05-03 13:35:43,52,0.42,1.77,0.50,222.22,0.04,45.906676,-64.370174,15.5,2.2
2023-05-03 13:35:45,54,0.43,1.50,0.50,239.81,0.03,45.906676,-64.370174,15.6,2.2
2023-05-03 13:35:47,56,0.45,1.53,0.50,267.09,0.03,45.906676,-64.370174,15.4,2.2
2023-05-03 13:35:49,58,0.46,1.63,0.50,258.80,0.03,45.906677,-64.370175,15.4,2.2
2023-05-03 13:35:51,60,0.48,1.26,0.50,274.57,0.03,45.906677,-64.370176,15.4,2.2
2023-05-03 13:35:53,62,0.50,1.33,0.50,243.66,0.03,45.906679,-64.370176,15.6,2.2
2023-05-03 13:35:55,64,0.51,1.28,0.50,237.42,0.04,45.906681,-64.370177,15.5,2.2
2023-05-03 13:35:57,66,0.53,1.62,0.50,232.13,0.04,45.906681,-64.370178,14.8,2.2
2023-05-03 13:35:59,68,0.55,1.36,0.50,203.75,0.04,45.906680,-64.370180,14.4,2.2
2023-05-03 13:36:01,70,0.57,1.30,0.50,196.08,0.04,45.906680,-64.370180,14.4,2.2
2023-05-03 13:36:03,72,0.58,1.24,0.50,225.53,0.04,45.906680,-64.370181,14.3,2.2
2023-05-03 13:36:05,74,0.60,1.24,0.50,220.75,0.04,45.906681,-64.370181,14.3,2.2
2023-05-03 13:36:07,76,0.62,1.37,0.50,207.56,0.04,45.906681,-64.370182,14.1,2.2
2023-05-03 13:36:09,78,0.63,1.83,0.50,202.51,0.04,45.906682,-64.370183,14.2,2.2
2023-05-03 13:36:11,80,0.65,1.87,0.50,188.96,0.04,45.906681,-64.370185,14.2,2.2
2023-05-03 13:36:13,82,0.67,1.82,0.50,209.12,0.04,45.906681,-64.370186,14.2,2.2
2023-05-03 13:36:15,84,0.68,1.78,0.50,194.93,0.04,45.906680,-64.370188,14.0,2.2
2023-05-03 13:36:17,86,0.70,1.89,0.50,189.39,0.04,45.906679,-64.370190,13.8,2.2
2023-05-03 13:36:19,88,0.71,1.20,0.50,197.47,0.04,45.906679,-64.370191,13.6,2.2
2023-05-03 13:36:21,90,0.73,1.28,0.50,203.75,0.04,45.906678,-64.370193,13.6,2.2
2023-05-03 13:36:23,92,0.75,1.30,0.50,194.70,0.04,45.906678,-64.370194,13.4,2.2
2023-05-03 13:36:25,94,0.77,1.36,0.50,177.68,0.05,45.906680,-64.370196,13.4,2.2
2023-05-03 13:36:27,96,0.78,1.80,0.50,181.95,0.05,45.906682,-64.370196,13.4,2.2
2023-05-03 13:36:29,98,0.80,1.81,0.50,179.79,0.05,45.906684,-64.370197,13.3,2.2
2023-05-03 13:36:31,100,0.82,1.77,0.50,182.35,0.05,45.906684,-64.370196,13.3,2.2
2023-05-03 13:36:33,102,0.83,1.84,0.50,183.35,0.04,45.906684,-64.370196,13.2,2.2
2023-05-03 13:36:35,104,0.85,1.74,0.50,207.04,0.04,45.906686,-64.370197,13.0,2.2
2023-05-03 13:36:37,106,0.87,1.23,0.50,239.81,0.03,45.906687,-64.370197,13.1,2.2
2023-05-03 13:36:39,108,0.88,1.67,0.50,241.55,0.04,45.906688,-64.370197,13.1,2.2
2023-05-03 13:36:41,110,0.90,1.44,0.50,223.11,0.04,45.906688,-64.370197,13.0,2.2
2023-05-03 13:36:43,112,0.92,1.62,0.50,227.38,0.03,45.906689,-64.370197,12.4,2.2
2023-05-03 13:36:45,114,0.93,1.79,0.50,251.38,0.03,45.906688,-64.370195,12.4,2.2
2023-05-03 13:36:47,116,0.95,1.84,0.50,262.88,0.03,45.906688,-64.370194,12.2,2.2
2023-05-03 13:36:49,118,0.97,1.81,0.50,251.38,0.03,45.906688,-64.370193,12.2,2.2
2023-05-03 13:36:51,120,0.98,1.25,0.50,232.77,0.04,45.906686,-64.370192,11.9,2.2
2023-05-03 13:36:53,122,1.00,1.58,0.50,220.17,0.04,45.906688,-64.370192,11.9,2.2
2023-05-03 13:36:55,124,1.02,1.31,0.50,215.89,0.04,45.906689,-64.370191,12.0,2.2
2023-05-03 13:36:57,126,1.03,1.27,0.50,216.17,0.04,45.906689,-64.370191,11.9,2.2
2023-05-03 13:36:59,128,1.05,1.30,0.50,204.00,0.04,45.906688,-64.370191,11.9,2.2
2023-05-03 13:37:01,130,1.07,1.90,0.50,215.61,0.04,45.906687,-64.370191,11.7,2.2
2023-05-03 13:37:03,132,1.08,1.84,0.50,204.00,0.04,45.906687,-64.370193,11.6,2.2
2023-05-03 13:37:05,134,1.10,1.82,0.50,182.75,0.05,45.906687,-64.370195,11.4,2.2
2023-05-03 13:37:07,136,1.12,1.84,0.50,159.18,0.05,45.906687,-64.370196,11.1,2.2
2023-05-03 13:37:09,138,1.13,1.81,0.50,163.56,0.05,45.906687,-64.370199,11.0,2.2
2023-05-03 13:37:11,140,1.15,1.40,0.50,170.24,0.05,45.906686,-64.370199,10.7,2.2
2023-05-03 13:37:13,142,1.17,1.38,0.50,165.34,0.05,45.906687,-64.370200,10.8,2.4
2023-05-03 13:37:15,144,1.18,1.50,0.50,156.79,0.06,45.906687,-64.370200,10.5,2.4
2023-05-03 13:37:17,146,1.20,1.35,0.50,150.02,0.06,45.906687,-64.370201,10.2,2.4
2023-05-03 13:37:19,148,1.22,1.67,0.50,155.62,0.06,45.906689,-64.370202,10.4,2.4
2023-05-03 13:37:21,150,1.23,1.84,0.50,152.07,0.05,45.906691,-64.370202,10.3,2.4
2023-05-03 13:37:23,152,1.25,1.76,0.50,159.49,0.05,45.906691,-64.370202,10.2,2.4
2023-05-03 13:37:25,154,1.27,1.87,0.50,171.47,0.05,45.906693,-64.370202,10.3,2.4
2023-05-03 13:37:27,156,1.28,1.62,0.50,183.76,0.04,45.906695,-64.370202,10.3,2.4
2023-05-03 13:37:29,158,1.30,1.74,0.50,184.16,0.04,45.906696,-64.370202,10.2,2.4
2023-05-03 13:37:31,160,1.32,1.84,0.50,191.57,0.05,45.906695,-64.370200,10.0,2.4
2023-05-03 13:37:33,162,1.33,1.29,0.50,181.75,0.05,45.906696,-64.370201,10.2,2.4
