Serial Number,WF1661142
Sample ID,00036
Start Time,2023-06-15 14:09:04 UTC
Duration,4 days, 0:45:34
Total Volume (l),0.76
Distance (m),11
Peak Pressure (psi),12.1
Avg Flow (l/min),0.2
Avg Rate (mL/m),151.5
Avg Speed (m/s),0.0


Date (UTC),Elapsed time (s),Volume (l),Pressure (psi),Flow (l/min),Rate (mL/m),Speed (m/s),Latitude,Longitude,Elevation (m),Accuracy (+/- m)
2023-06-15 14:09:04,0,0.00,-0.25,0.00,0.00,0.04,47.197914,-60.164016,13.0,6.5
2023-06-15 14:09:06,2,0.00,0.16,0.00,0.00,0.04,47.197913,-60.164018,12.8,6.5
2023-06-15 14:09:08,4,0.01,0.16,0.26,119.87,0.04,47.197913,-60.164020,12.3,6.5
2023-06-15 14:09:10,6,0.03,0.34,0.39,210.36,0.03,47.197912,-60.164021,12.2,6.5
2023-06-15 14:09:12,8,0.03,2.97,0.26,140.69,0.03,47.197911,-60.164020,12.4,6.5
2023-06-15 14:09:14,10,0.04,4.36,0.11,59.24,0.03,47.197912,-60.164018,12.8,6.5
2023-06-15 14:09:16,12,0.04,5.04,0.04,21.40,0.03,47.197912,-60.164016,13.0,6.5
2023-06-15 14:09:18,14,0.04,5.24,0.02,10.67,0.03,47.197912,-60.164014,13.4,6.5
2023-06-15 14:09:20,16,0.04,5.50,0.01,5.56,0.03,47.197911,-60.164011,13.9,6.5
2023-06-15 14:09:22,18,0.04,5.56,0.00,0.00,0.03,47.197910,-60.164008,14.6,6.5
2023-06-15 14:09:24,20,0.04,5.71,0.00,0.00,0.02,47.197909,-60.164002,15.8,6.5
2023-06-15 14:09:26,22,0.04,5.54,0.00,0.00,0.02,47.197909,-60.163998,16.5,6.5
2023-06-15 14:09:28,24,0.04,8.63,0.01,7.77,0.02,47.197909,-60.163996,17.0,6.5
2023-06-15 14:09:30,26,0.04,10.62,0.17,108.77,0.03,47.197909,-60.163995,17.4,6.5
2023-06-15 14:09:32,28,0.06,11.32,0.48,285.71,0.03,47.197909,-60.163994,17.8,6.5
2023-06-15 14:09:34,30,0.09,11.46,0.59,344.42,0.03,47.197908,-60.163994,17.8,6.5
2023-06-15 14:09:36,32,0.11,11.55,0.67,395.28,0.03,47.197908,-60.163995,17.6,6.5
2023-06-15 14:09:38,34,0.13,11.04,0.66,411.21,0.03,47.197908,-60.163995,17.6,6.5
2023-06-15 14:09:40,36,0.15,10.11,0.54,315.79,0.03,47.197908,-60.163995,17.7,6.5
2023-06-15 14:09:42,38,0.17,9.78,0.53,251.66,0.04,47.197909,-60.163994,18.0,6.5
2023-06-15 14:09:44,40,0.18,9.55,0.51,219.07,0.04,47.197909,-60.163993,18.3,6.5
2023-06-15 14:09:46,42,0.20,9.94,0.52,210.61,0.04,47.197909,-60.163992,18.4,6.5
2023-06-15 14:09:48,44,0.22,10.14,0.53,223.06,0.04,47.197910,-60.163991,18.6,6.5
2023-06-15 14:09:50,46,0.23,10.16,0.50,232.13,0.04,47.197910,-60.163991,18.5,6.5
2023-06-15 14:09:52,48,0.25,10.50,0.51,223.10,0.04,47.197910,-60.163989,19.0,6.5
2023-06-15 14:09:54,50,0.27,10.53,0.49,181.08,0.05,47.197911,-60.163989,19.1,6.6
2023-06-15 14:09:56,52,0.28,10.70,0.51,168.99,0.05,47.197911,-60.163988,19.5,6.6
2023-06-15 14:09:58,54,0.30,10.88,0.50,155.91,0.05,47.197911,-60.163986,20.0,6.6
2023-06-15 14:10:00,56,0.32,11.03,0.49,155.41,0.05,47.197912,-60.163984,20.4,6.6
2023-06-15 14:10:02,58,0.33,11.13,0.49,164.98,0.05,47.197912,-60.163981,21.1,6.6
2023-06-15 14:10:04,60,0.35,11.30,0.48,172.97,0.05,47.197911,-60.163978,21.7,7.3
2023-06-15 14:10:06,62,0.36,11.53,0.47,176.63,0.04,47.197911,-60.163976,22.1,7.3
2023-06-15 14:10:08,64,0.38,11.85,0.46,171.90,0.04,47.197912,-60.163976,21.8,7.3
2023-06-15 14:10:10,66,0.40,11.96,0.45,171.82,0.04,47.197912,-60.163978,21.3,7.3
2023-06-15 14:10:12,68,0.41,11.99,0.44,168.97,0.04,47.197912,-60.163977,21.1,7.3
2023-06-15 14:10:14,70,0.42,12.03,0.44,186.13,0.04,47.197912,-60.163978,20.9,6.6
2023-06-15 14:10:16,72,0.44,12.06,0.43,190.10,0.04,47.197912,-60.163979,20.6,6.6
2023-06-15 14:10:18,74,0.45,12.03,0.42,194.44,0.04,47.197912,-60.163982,20.0,6.6
2023-06-15 14:10:20,76,0.46,11.96,0.37,164.66,0.04,47.197912,-60.163982,20.5,6.6
2023-06-15 14:10:22,78,0.48,12.04,0.37,161.85,0.04,47.197912,-60.163983,20.3,6.6
2023-06-15 14:10:24,80,0.49,12.02,0.36,143.20,0.04,47.197913,-60.163983,20.4,6.6
2023-06-15 14:10:26,82,0.50,12.05,0.35,122.94,0.05,47.197914,-60.163985,19.8,6.6
2023-06-15 14:10:28,84,0.51,12.01,0.34,113.79,0.05,47.197914,-60.163987,19.5,6.6
2023-06-15 14:10:30,86,0.52,11.99,0.32,108.73,0.05,47.197915,-60.163986,20.0,6.6
2023-06-15 14:10:32,88,0.53,11.96,0.31,104.59,0.05,47.197917,-60.163989,19.3,6.6
2023-06-15 14:10:34,90,0.54,12.04,0.31,94.45,0.05,47.197917,-60.163990,19.0,6.7
2023-06-15 14:10:36,92,0.55,12.03,0.28,84.69,0.06,47.197918,-60.163993,18.1,6.7
2023-06-15 14:10:38,94,0.56,12.06,0.29,88.85,0.05,47.197919,-60.163993,17.9,6.7
2023-06-15 14:10:40,96,0.57,11.98,0.27,81.52,0.06,47.197919,-60.163995,17.4,6.7
2023-06-15 14:10:42,98,0.58,12.00,0.26,78.50,0.06,47.197920,-60.163997,16.7,6.7
2023-06-15 14:10:44,100,0.59,12.01,0.26,73.32,0.06,47.197919,-60.164003,15.1,6.7
2023-06-15 14:10:46,102,0.59,11.98,0.23,57.69,0.07,47.197920,-60.164009,13.3,6.7
2023-06-15 14:10:48,104,0.60,11.99,0.23,53.54,0.07,47.197920,-60.164010,12.6,6.7
2023-06-15 14:10:50,106,0.61,12.02,0.23,50.24,0.08,47.197920,-60.164011,12.0,6.7
2023-06-15 14:10:52,108,0.62,12.01,0.21,47.98,0.07,47.197920,-60.164010,11.8,6.7
