Serial Number,WD46410AB
Sample ID,00124
Start Time,2022-10-26 12:30:24 UTC
Duration,0:09:08
Total Volume (l),3.95
Distance (m),60
Peak Pressure (psi),10.4
Avg Flow (l/min),0.4
Avg Rate (mL/m),74.6
Avg Speed (m/s),0.1


Date (UTC),Elapsed time (s),Volume (l),Pressure (psi),Flow (l/min),Rate (mL/m),Speed (m/s),Latitude,Longitude,Elevation (m),Accuracy (+/- m)
2022-10-26 12:30:24,0,0.00,-0.20,0.00,0.00,0.04,47.196592,-60.148251,33.7,5.3
2022-10-26 12:30:26,2,0.00,-0.20,0.00,0.00,0.05,47.196593,-60.148251,33.5,5.3
2022-10-26 12:30:28,4,0.00,-0.04,0.00,0.00,0.05,47.196595,-60.148251,33.4,5.3
2022-10-26 12:30:30,6,0.01,0.03,0.36,116.28,0.06,47.196595,-60.148249,33.7,4.3
2022-10-26 12:30:32,8,0.02,0.13,0.18,52.13,0.06,47.196596,-60.148246,33.8,4.3
2022-10-26 12:30:34,10,0.02,2.20,0.10,30.06,0.06,47.196597,-60.148248,33.7,4.3
2022-10-26 12:30:36,12,0.02,3.12,0.04,10.84,0.06,47.196599,-60.148248,33.8,4.3
2022-10-26 12:30:38,14,0.02,3.65,0.02,5.55,0.06,47.196599,-60.148248,33.8,4.3
2022-10-26 12:30:40,16,0.02,4.11,0.01,2.75,0.06,47.196600,-60.148248,33.7,4.3
2022-10-26 12:30:42,18,0.02,4.54,0.01,2.88,0.06,47.196600,-60.148246,33.8,4.3
2022-10-26 12:30:44,20,0.02,4.89,0.00,0.00,0.06,47.196600,-60.148245,34.0,4.3
2022-10-26 12:30:46,22,0.02,4.84,0.00,0.00,0.05,47.196600,-60.148246,34.0,4.3
2022-10-26 12:30:48,24,0.02,7.39,0.00,0.00,0.05,47.196601,-60.148245,34.1,4.3
2022-10-26 12:30:50,26,0.03,8.86,0.21,69.51,0.05,47.196601,-60.148243,34.3,4.3
2022-10-26 12:30:52,28,0.06,9.52,0.59,211.93,0.05,47.196601,-60.148244,34.2,4.3
2022-10-26 12:30:54,30,0.08,9.66,0.75,267.09,0.04,47.196601,-60.148243,34.4,4.3
2022-10-26 12:30:56,32,0.11,9.80,0.82,311.31,0.05,47.196601,-60.148242,34.6,4.3
2022-10-26 12:30:58,34,0.14,10.29,0.89,300.57,0.05,47.196601,-60.148243,34.3,4.3
2022-10-26 12:31:00,36,0.17,10.29,0.91,305.47,0.05,47.196601,-60.148243,34.2,4.3
2022-10-26 12:31:02,38,0.20,10.36,0.92,291.23,0.05,47.196601,-60.148243,34.2,4.3
2022-10-26 12:31:04,40,0.23,9.95,0.87,280.46,0.06,47.196602,-60.148243,34.2,4.3
2022-10-26 12:31:06,42,0.26,9.93,0.85,228.86,0.06,47.196601,-60.148245,33.8,4.3
2022-10-26 12:31:08,44,0.29,10.18,0.84,208.64,0.07,47.196601,-60.148244,33.6,4.3
2022-10-26 12:31:10,46,0.32,9.96,0.84,213.90,0.07,47.196601,-60.148244,33.6,4.3
2022-10-26 12:31:12,48,0.34,9.97,0.80,207.85,0.06,47.196601,-60.148242,33.7,4.3
2022-10-26 12:31:14,50,0.37,10.14,0.81,206.42,0.07,47.196601,-60.148240,33.9,4.3
2022-10-26 12:31:16,52,0.40,9.85,0.78,193.02,0.06,47.196601,-60.148238,34.0,4.3
2022-10-26 12:31:18,54,0.42,10.19,0.80,216.63,0.06,47.196601,-60.148236,33.8,4.3
2022-10-26 12:31:20,56,0.45,9.91,0.78,205.53,0.06,47.196602,-60.148235,33.8,4.3
2022-10-26 12:31:22,58,0.47,10.02,0.78,206.84,0.06,47.196601,-60.148234,33.6,4.3
2022-10-26 12:31:24,60,0.50,9.96,0.79,195.50,0.06,47.196601,-60.148233,33.6,4.3
2022-10-26 12:31:26,62,0.53,10.05,0.77,216.78,0.06,47.196602,-60.148233,33.3,4.3
2022-10-26 12:31:28,64,0.55,10.00,0.77,208.00,0.06,47.196603,-60.148233,32.9,4.3
2022-10-26 12:31:30,66,0.58,9.95,0.76,196.99,0.07,47.196603,-60.148235,32.0,4.3
2022-10-26 12:31:32,68,0.60,10.04,0.74,168.14,0.07,47.196601,-60.148237,31.4,4.3
2022-10-26 12:31:34,70,0.63,10.01,0.74,167.80,0.08,47.196600,-60.148240,30.9,4.3
2022-10-26 12:31:36,72,0.65,9.97,0.73,152.27,0.08,47.196600,-60.148241,30.6,4.3
2022-10-26 12:31:38,74,0.67,10.03,0.73,142.97,0.09,47.196600,-60.148243,30.1,4.3
2022-10-26 12:31:40,76,0.70,10.03,0.72,140.11,0.08,47.196600,-60.148247,29.0,4.3
2022-10-26 12:31:42,78,0.72,9.99,0.72,133.19,0.09,47.196601,-60.148250,28.5,4.3
2022-10-26 12:31:44,80,0.75,10.02,0.71,138.08,0.09,47.196599,-60.148253,27.8,4.3
2022-10-26 12:31:46,82,0.77,9.99,0.70,138.39,0.08,47.196597,-60.148253,27.5,4.3
2022-10-26 12:31:48,84,0.79,10.03,0.70,153.21,0.07,47.196597,-60.148253,27.5,4.3
2022-10-26 12:31:50,86,0.82,9.94,0.69,147.44,0.08,47.196596,-60.148253,27.5,4.3
2022-10-26 12:31:52,88,0.84,10.10,0.69,156.36,0.07,47.196597,-60.148254,27.7,4.3
