Serial Number,WD46410AB
Sample ID,00055
Start Time,2021-09-26 18:46:24 UTC
Duration,21:59:46
Total Volume (l),0.04
Distance (m),17
Peak Pressure (psi),10.0
Avg Flow (l/min),0.0
Avg Rate (mL/m),3.5
Avg Speed (m/s),0.0


Date (UTC),Elapsed time (s),Volume (l),Pressure (psi),Flow (l/min),Rate (mL/m),Speed (m/s),Latitude,Longitude,Elevation (m),Accuracy (+/- m)
2021-09-26 18:46:24,0,0.00,-0.21,0.00,0.00,0.09,43.508037,-66.005223,8.3,2.4
2021-09-26 18:46:26,2,0.00,-0.09,0.00,0.00,0.09,43.508038,-66.005221,8.6,2.4
2021-09-26 18:46:28,4,0.00,0.01,0.02,3.90,0.08,43.508037,-66.005220,8.8,2.4
2021-09-26 18:46:30,6,0.00,0.24,0.01,1.97,0.08,43.508037,-66.005220,8.8,2.4
2021-09-26 18:46:32,8,0.00,1.78,0.00,0.00,0.09,43.508040,-66.005217,9.3,2.4
2021-09-26 18:46:34,10,0.00,2.92,0.00,0.00,0.08,43.508040,-66.005217,9.4,2.4
2021-09-26 18:46:36,12,0.00,3.54,0.00,0.00,0.06,43.508039,-66.005218,9.3,2.4
2021-09-26 18:46:38,14,0.00,4.15,0.00,0.00,0.07,43.508040,-66.005218,9.4,2.4
2021-09-26 18:46:40,16,0.00,4.55,0.00,0.00,0.07,43.508040,-66.005218,9.5,2.4
2021-09-26 18:46:42,18,0.00,4.69,0.00,0.00,0.07,43.508040,-66.005218,9.4,2.4
2021-09-26 18:46:44,20,0.00,4.77,0.00,0.00,0.07,43.508039,-66.005219,9.2,2.4
2021-09-26 18:46:46,22,0.00,4.85,0.00,0.00,0.06,43.508038,-66.005220,9.2,2.4
2021-09-26 18:46:48,24,0.00,4.96,0.00,0.00,0.06,43.508038,-66.005220,9.1,2.4
2021-09-26 18:46:50,26,0.00,5.12,0.00,0.00,0.07,43.508035,-66.005222,8.8,2.4
2021-09-26 18:46:52,28,0.00,5.12,0.01,2.78,0.06,43.508036,-66.005222,9.0,2.4
2021-09-26 18:46:54,30,0.00,5.24,0.00,0.00,0.06,43.508037,-66.005220,9.2,2.4
2021-09-26 18:46:56,32,0.00,7.60,0.00,0.00,0.06,43.508037,-66.005219,9.2,2.4
2021-09-26 18:46:58,34,0.00,9.11,0.00,0.00,0.05,43.508037,-66.005219,9.4,2.4
2021-09-26 18:47:00,36,0.00,9.86,0.02,7.77,0.04,43.508038,-66.005218,9.6,2.4
2021-09-26 18:47:02,38,0.01,10.02,0.22,90.98,0.04,43.508039,-66.005217,9.8,2.4
2021-09-26 18:47:04,40,0.02,9.70,0.23,98.42,0.04,43.508040,-66.005217,9.9,2.4
2021-09-26 18:47:06,42,0.02,9.18,0.13,56.94,0.04,43.508040,-66.005218,9.8,2.4
2021-09-26 18:47:08,44,0.02,8.50,0.04,18.07,0.04,43.508039,-66.005218,9.8,2.4
2021-09-26 18:47:10,46,0.02,8.28,0.03,18.76,0.02,43.508039,-66.005219,9.7,2.4
2021-09-26 18:47:12,48,0.02,7.57,0.01,6.31,0.03,43.508039,-66.005218,9.7,2.4
2021-09-26 18:47:14,50,0.02,6.94,0.00,0.00,0.03,43.508040,-66.005217,10.0,2.4
2021-09-26 18:47:16,52,0.02,6.32,0.00,0.00,0.03,43.508041,-66.005217,10.0,2.4
2021-09-26 18:47:18,54,0.02,6.21,0.00,0.00,0.03,43.508041,-66.005217,10.0,2.4
2021-09-26 18:47:20,56,0.03,7.05,0.05,27.06,0.03,43.508041,-66.005218,10.1,2.4
2021-09-26 18:47:22,58,0.03,8.20,0.17,100.29,0.03,43.508042,-66.005218,10.1,2.4
2021-09-26 18:47:24,60,0.04,8.84,0.14,82.45,0.03,43.508042,-66.005218,10.2,2.4
2021-09-26 18:47:26,62,0.04,8.60,0.10,50.20,0.04,43.508043,-66.005217,10.3,2.4
2021-09-26 18:47:28,64,0.04,8.42,0.03,14.43,0.04,43.508044,-66.005218,10.5,2.4
2021-09-26 18:47:30,66,0.04,7.75,0.01,4.43,0.04,43.508045,-66.005217,10.6,2.4
2021-09-26 18:47:32,68,0.04,7.41,0.00,0.00,0.05,43.508047,-66.005216,11.0,2.4
2021-09-26 18:47:34,70,0.04,6.85,0.00,0.00,0.04,43.508047,-66.005216,10.9,2.4
2021-09-26 18:47:36,72,0.04,6.38,0.00,0.00,0.04,43.508047,-66.005216,10.8,2.4
2021-09-26 18:47:38,74,0.04,6.13,0.00,0.00,0.05,43.508047,-66.005216,10.7,2.4
2021-09-26 18:47:40,76,0.04,6.05,0.00,0.00,0.04,43.508047,-66.005216,10.7,2.4
2021-09-26 18:47:42,78,0.04,6.13,0.00,0.00,0.05,43.508046,-66.005216,10.7,2.4
2021-09-26 18:47:44,80,0.04,5.90,0.00,0.00,0.05,43.508047,-66.005216,10.7,2.4
2021-09-26 18:47:46,82,0.04,5.90,0.00,0.00,0.04,43.508047,-66.005216,10.6,2.4
2021-09-26 18:47:48,84,0.04,5.88,0.00,0.00,0.04,43.508046,-66.005217,10.4,2.4
2021-09-26 18:47:50,86,0.04,6.19,0.00,0.00,0.04,43.508045,-66.005218,10.1,2.4
2021-09-26 18:47:52,88,0.04,6.52,0.01,5.75,0.03,43.508044,-66.005219,9.9,2.4
2021-09-26 18:47:54,90,0.04,6.11,0.00,0.00,0.03,43.508043,-66.005220,9.8,2.4
2021-09-26 18:47:56,92,0.04,6.02,0.00,0.00,0.03,43.508043,-66.005220,9.8,2.4
2021-09-26 18:47:58,94,0.04,5.89,0.00,0.00,0.03,43.508043,-66.005220,9.7,2.4
2021-09-26 18:48:00,96,0.04,5.79,0.00,0.00,0.03,43.508043,-66.005221,9.6,2.4
2021-09-26 18:48:02,98,0.04,5.75,0.00,0.00,0.07,43.508050,-66.005222,10.7,2.4
2021-09-26 18:48:04,100,0.04,5.60,0.00,0.00,0.08,43.508052,-66.005222,10.8,2.4
2021-09-26 18:48:06,102,0.04,5.62,0.00,0.00,0.08,43.508051,-66.005222,10.5,2.4
2021-09-26 18:48:08,104,0.04,5.51,0.00,0.00,0.08,43.508050,-66.005221,10.4,2.4
2021-09-26 18:48:10,106,0.04,5.45,0.00,0.00,0.08,43.508049,-66.005222,10.3,2.4
2021-09-26 18:48:12,108,0.04,5.35,0.00,0.00,0.09,43.508048,-66.005222,10.2,2.4
2021-09-26 18:48:14,110,0.04,5.40,0.00,0.00,0.09,43.508047,-66.005223,10.0,2.4
2021-09-26 18:48:16,112,0.04,5.40,0.00,0.00,0.09,43.508046,-66.005224,9.8,2.4
2021-09-26 18:48:18,114,0.04,5.41,0.00,0.00,0.09,43.508046,-66.005224,9.6,2.4
2021-09-26 18:48:20,116,0.04,5.46,0.00,0.00,0.10,43.508045,-66.005225,9.6,2.4
2021-09-26 18:48:22,118,0.04,5.61,0.00,0.00,0.06,43.508045,-66.005225,9.6,2.5
