Serial Number,WD46410AB
Sample ID,00049
Start Time,2021-09-26 14:21:54 UTC
Duration,0:05:46
Total Volume (l),0.37
Distance (m),185
Peak Pressure (psi),11.5
Avg Flow (l/min),0.1
Avg Rate (mL/m),13.3
Avg Speed (m/s),0.5


Date (UTC),Elapsed time (s),Volume (l),Pressure (psi),Flow (l/min),Rate (mL/m),Speed (m/s),Latitude,Longitude,Elevation (m),Accuracy (+/- m)
2021-09-26 14:21:54,0,0.00,-0.26,0.00,0.00,16.87,43.408272,-66.001812,-346.9,250.0
2021-09-26 14:21:56,2,0.00,-0.25,0.00,0.00,13.42,43.406379,-66.006970,-68.3,250.0
2021-09-26 14:21:58,4,0.00,0.06,0.00,0.00,11.02,43.405395,-66.009398,37.5,250.0
2021-09-26 14:22:00,6,0.01,0.07,0.31,0.51,9.35,43.404908,-66.010506,63.7,5.1
2021-09-26 14:22:02,8,0.02,0.24,0.15,0.29,8.11,43.403340,-66.013427,-2.5,5.1
2021-09-26 14:22:04,10,0.02,2.59,0.06,0.13,7.16,43.403310,-66.013451,1.6,5.1
2021-09-26 14:22:06,12,0.02,3.64,0.03,0.07,6.41,43.403296,-66.013468,2.1,5.1
2021-09-26 14:22:08,14,0.02,4.46,0.01,0.03,4.31,43.403292,-66.013476,2.1,5.1
2021-09-26 14:22:10,16,0.02,4.86,0.01,0.06,1.80,43.403287,-66.013480,2.2,3.6
2021-09-26 14:22:12,18,0.02,5.10,0.00,0.00,0.82,43.403288,-66.013482,2.2,3.6
2021-09-26 14:22:14,20,0.02,5.29,0.00,0.00,0.28,43.403286,-66.013484,2.3,3.6
2021-09-26 14:22:16,22,0.02,5.38,0.00,0.00,0.17,43.403282,-66.013489,2.6,3.6
2021-09-26 14:22:18,24,0.02,5.34,0.00,0.00,0.15,43.403280,-66.013492,2.6,3.6
2021-09-26 14:22:20,26,0.02,5.36,0.00,0.00,0.14,43.403277,-66.013495,2.5,3.6
2021-09-26 14:22:22,28,0.02,5.40,0.00,0.00,0.16,43.403270,-66.013500,2.2,3.6
2021-09-26 14:22:24,30,0.02,5.40,0.00,0.00,0.18,43.403265,-66.013503,2.1,3.6
2021-09-26 14:22:26,32,0.02,5.27,0.00,0.00,0.18,43.403263,-66.013504,2.2,3.6
2021-09-26 14:22:28,34,0.02,6.21,0.00,0.00,0.16,43.403261,-66.013506,2.2,3.6
2021-09-26 14:22:30,36,0.02,11.38,0.00,0.00,0.15,43.403260,-66.013506,2.2,3.6
